               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.027155,           0.0055623,           0.0026736,             0.93881,             0.92869,             0.97291,             0.81528,            0.039889,           0.0035078,           0.0089963,           0.0095031,           0.0095031,           0.0095031
                 153,            0.027109,           0.0055977,           0.0028662,             0.95805,             0.96732,             0.97292,             0.79721,            0.032567,           0.0034803,           0.0093315,           0.0094966,           0.0094966,           0.0094966
                 154,            0.026386,           0.0059583,           0.0033739,             0.99111,             0.97619,             0.97293,             0.83759,            0.035826,           0.0035136,           0.0096819,           0.0094901,           0.0094901,           0.0094901
                 155,            0.026268,            0.005779,           0.0029518,             0.97589,             0.97619,             0.97296,             0.63923,             0.03559,           0.0035759,           0.0099222,           0.0094835,           0.0094835,           0.0094835
                 156,             0.02612,           0.0052395,           0.0026668,             0.86827,             0.97617,             0.97295,             0.70534,            0.034966,           0.0033912,            0.010183,           0.0094769,           0.0094769,           0.0094769
                 157,            0.031997,           0.0063348,           0.0029669,              0.9516,             0.97619,             0.97292,             0.83454,            0.034533,           0.0035107,           0.0045952,           0.0094703,           0.0094703,           0.0094703
                 158,            0.028662,           0.0056991,           0.0032399,              0.9399,             0.97619,             0.97294,             0.74945,            0.029425,           0.0036857,            0.003359,           0.0094636,           0.0094636,           0.0094636
                 159,            0.027694,           0.0054963,           0.0026966,             0.92234,             0.97606,             0.97295,             0.76154,             0.03391,           0.0036953,           0.0037759,           0.0094569,           0.0094569,           0.0094569
                 160,            0.026158,           0.0050063,           0.0026059,             0.90962,             0.92406,             0.97294,             0.82561,            0.030773,            0.003692,           0.0032886,           0.0094502,           0.0094502,           0.0094502
                 161,            0.025626,           0.0053258,           0.0029396,             0.91287,             0.89101,             0.97294,              0.8193,            0.032386,           0.0035834,           0.0067092,           0.0094434,           0.0094434,           0.0094434
                 162,            0.026016,           0.0052972,           0.0029356,             0.91546,             0.96461,             0.97296,             0.79879,            0.034022,           0.0037265,           0.0085612,           0.0094365,           0.0094365,           0.0094365
                 163,            0.024905,           0.0054284,           0.0031608,             0.90737,             0.96484,             0.97295,             0.73578,            0.033915,           0.0037322,           0.0087621,           0.0094297,           0.0094297,           0.0094297
                 164,            0.024691,           0.0057044,           0.0027031,              0.9473,             0.97619,             0.97295,             0.78586,            0.033197,           0.0034916,           0.0084752,           0.0094228,           0.0094228,           0.0094228
                 165,            0.025009,           0.0062048,           0.0025587,             0.94898,             0.97619,             0.97301,             0.80979,            0.031301,           0.0035125,           0.0087878,           0.0094158,           0.0094158,           0.0094158
                 166,            0.023949,           0.0054588,           0.0023466,               0.961,             0.97617,             0.97299,             0.83916,            0.030415,           0.0034504,           0.0086998,           0.0094088,           0.0094088,           0.0094088
                 167,            0.024742,           0.0053123,           0.0023355,             0.95552,             0.97619,               0.973,             0.76655,            0.036411,           0.0034083,           0.0073665,           0.0094018,           0.0094018,           0.0094018
                 168,            0.026708,           0.0047775,           0.0031816,             0.98239,             0.97619,             0.97299,             0.74029,            0.035986,            0.003464,           0.0054478,           0.0093948,           0.0093948,           0.0093948
                 169,            0.027456,           0.0049628,           0.0024643,             0.98252,             0.97603,             0.97304,             0.79023,             0.03386,           0.0034397,           0.0062396,           0.0093877,           0.0093877,           0.0093877
                 170,            0.022369,           0.0054556,           0.0026935,             0.97966,             0.97619,             0.97306,             0.79592,            0.027795,           0.0034916,           0.0069581,           0.0093805,           0.0093805,           0.0093805
                 171,            0.022977,           0.0053182,           0.0024851,             0.98231,             0.97619,             0.97305,             0.80194,            0.028191,           0.0034402,           0.0048347,           0.0093733,           0.0093733,           0.0093733
                 172,            0.025262,           0.0052368,           0.0024627,             0.97204,             0.97586,             0.97335,             0.79803,            0.026949,           0.0036068,           0.0032993,           0.0093661,           0.0093661,           0.0093661
                 173,            0.026015,           0.0050077,           0.0021924,             0.96081,              0.9761,               0.975,             0.86406,            0.024032,            0.003506,           0.0027589,           0.0093589,           0.0093589,           0.0093589
                 174,            0.024275,           0.0053901,           0.0024825,             0.96103,             0.97616,             0.97512,             0.80568,             0.03284,           0.0037429,            0.002612,           0.0093516,           0.0093516,           0.0093516
                 175,            0.024311,            0.005624,           0.0023479,             0.96363,             0.97619,             0.97551,             0.79719,            0.033139,           0.0035814,           0.0024789,           0.0093442,           0.0093442,           0.0093442
                 176,             0.02539,           0.0055026,           0.0024417,              0.9477,             0.97619,             0.97466,             0.77008,            0.032086,           0.0035003,           0.0024099,           0.0093369,           0.0093369,           0.0093369
                 177,            0.024407,           0.0049664,            0.002388,             0.96195,             0.97609,             0.97695,             0.85699,             0.02805,           0.0033436,           0.0023136,           0.0093295,           0.0093295,           0.0093295
                 178,            0.021426,           0.0051952,           0.0021625,             0.97086,             0.97619,             0.97773,             0.82446,            0.028691,            0.003482,           0.0021632,            0.009322,            0.009322,            0.009322
                 179,             0.02633,           0.0051362,           0.0019358,             0.98375,             0.97619,             0.97522,             0.75945,            0.027794,           0.0036221,           0.0023332,           0.0093146,           0.0093146,           0.0093146
                 180,            0.025861,            0.005147,           0.0022052,             0.98689,             0.97619,             0.97347,             0.77295,            0.033488,           0.0035832,           0.0026051,            0.009307,            0.009307,            0.009307
                 181,            0.027163,           0.0058583,           0.0022318,              0.9844,             0.97619,             0.97307,             0.85254,            0.026888,           0.0035287,           0.0044189,           0.0092995,           0.0092995,           0.0092995
                 182,            0.022163,           0.0053816,           0.0024898,             0.97867,             0.97619,             0.97309,             0.82902,            0.029313,           0.0034274,           0.0059685,           0.0092919,           0.0092919,           0.0092919
                 183,             0.02274,            0.005391,           0.0021232,             0.97551,             0.97619,             0.97308,             0.75303,            0.029027,           0.0034822,           0.0074065,           0.0092843,           0.0092843,           0.0092843
                 184,            0.023696,           0.0049568,           0.0020158,             0.97766,             0.97619,             0.97309,             0.81026,            0.030387,           0.0034993,           0.0069258,           0.0092766,           0.0092766,           0.0092766
                 185,            0.025944,           0.0051411,           0.0024046,             0.98182,             0.97619,             0.97312,             0.80493,             0.02984,           0.0033608,           0.0081064,           0.0092689,           0.0092689,           0.0092689
                 186,             0.02109,            0.005439,           0.0024243,             0.98739,             0.97619,             0.97313,             0.86958,            0.027356,           0.0032455,           0.0077154,           0.0092611,           0.0092611,           0.0092611
                 187,            0.020086,           0.0046752,           0.0019639,             0.98264,             0.97619,             0.97311,             0.78562,            0.029419,           0.0033784,            0.007828,           0.0092534,           0.0092534,           0.0092534
                 188,            0.021557,           0.0051081,           0.0020721,             0.98513,             0.97619,             0.97308,             0.83452,            0.027969,           0.0033018,           0.0076829,           0.0092455,           0.0092455,           0.0092455
                 189,            0.024402,           0.0052694,           0.0020062,             0.97469,             0.97607,             0.97308,             0.86895,            0.029136,           0.0031845,           0.0075283,           0.0092377,           0.0092377,           0.0092377
                 190,            0.022789,           0.0055236,           0.0023973,             0.97767,             0.97619,             0.97302,             0.88332,              0.0305,           0.0031163,            0.006793,           0.0092298,           0.0092298,           0.0092298
                 191,            0.021908,           0.0052209,           0.0024339,             0.98216,             0.97619,               0.973,             0.85593,            0.034532,           0.0032433,           0.0055021,           0.0092219,           0.0092219,           0.0092219
                 192,            0.020986,           0.0049669,           0.0023596,             0.98798,             0.97619,               0.973,             0.80355,            0.036386,           0.0033275,              0.0049,           0.0092139,           0.0092139,           0.0092139
                 193,            0.023933,           0.0058705,           0.0026544,             0.99132,             0.97619,             0.97306,             0.78317,            0.036905,           0.0032214,           0.0040836,           0.0092059,           0.0092059,           0.0092059
                 194,             0.02256,           0.0049817,           0.0021165,             0.98802,             0.97619,             0.97309,             0.89666,            0.032382,           0.0030913,           0.0050384,           0.0091979,           0.0091979,           0.0091979
                 195,            0.021846,           0.0051381,            0.002117,             0.98595,             0.97619,              0.9731,             0.85774,            0.032327,           0.0031422,           0.0067221,           0.0091898,           0.0091898,           0.0091898
                 196,            0.021994,           0.0060258,           0.0022021,             0.96996,              0.9761,             0.97308,             0.79983,            0.031384,           0.0034069,           0.0090143,           0.0091817,           0.0091817,           0.0091817
                 197,            0.025601,           0.0059644,           0.0018782,               0.947,             0.97591,             0.97307,             0.88898,            0.028057,           0.0032059,           0.0090833,           0.0091735,           0.0091735,           0.0091735
                 198,            0.019597,           0.0048112,           0.0020957,             0.93542,             0.97619,             0.97308,             0.80623,            0.027844,           0.0031966,           0.0088948,           0.0091653,           0.0091653,           0.0091653
                 199,            0.020636,           0.0048072,           0.0019763,             0.93525,             0.97619,             0.97306,             0.82394,            0.030395,           0.0033304,            0.008571,           0.0091571,           0.0091571,           0.0091571
                 200,            0.021082,           0.0047312,           0.0021976,             0.96029,             0.97618,             0.97305,             0.83227,            0.029037,           0.0033507,           0.0076004,           0.0091489,           0.0091489,           0.0091489
                 201,            0.023135,           0.0054307,           0.0021429,             0.97318,             0.97615,             0.97306,             0.85766,             0.02578,           0.0032526,           0.0063146,           0.0091406,           0.0091406,           0.0091406
                 202,            0.021025,           0.0052269,           0.0022579,             0.97888,              0.9761,             0.97306,             0.86192,            0.025609,           0.0032177,            0.006345,           0.0091322,           0.0091322,           0.0091322
                 203,              0.0221,           0.0048099,           0.0020693,             0.85819,             0.97619,             0.97307,             0.83319,            0.028472,           0.0031787,           0.0069158,           0.0091239,           0.0091239,           0.0091239
                 204,            0.022359,           0.0053913,           0.0025095,             0.90622,             0.97601,             0.97306,             0.77688,            0.030592,           0.0031393,           0.0069301,           0.0091155,           0.0091155,           0.0091155
                 205,            0.024248,           0.0047133,           0.0019574,             0.98197,             0.97619,             0.97307,             0.83261,            0.029601,            0.003231,           0.0052188,           0.0091071,           0.0091071,           0.0091071
                 206,            0.019902,           0.0054122,           0.0019376,             0.97317,             0.97619,             0.97307,             0.83767,            0.024392,           0.0032622,           0.0050235,           0.0090986,           0.0090986,           0.0090986
                 207,            0.018658,           0.0050604,           0.0019734,             0.97015,             0.97619,             0.97308,             0.83532,            0.023681,           0.0031651,           0.0052308,           0.0090901,           0.0090901,           0.0090901
                 208,            0.018797,           0.0043525,           0.0018755,             0.97584,             0.97619,             0.97308,             0.87155,            0.026682,           0.0031755,            0.005322,           0.0090815,           0.0090815,           0.0090815
                 209,             0.02221,           0.0052531,           0.0021009,             0.97671,             0.97619,             0.97303,             0.86709,            0.026294,           0.0031961,           0.0053427,            0.009073,            0.009073,            0.009073
                 210,            0.021233,           0.0051489,           0.0017899,             0.96994,             0.97597,             0.97301,             0.77037,            0.027443,           0.0032754,           0.0051628,           0.0090643,           0.0090643,           0.0090643
                 211,            0.023228,           0.0051432,           0.0020672,             0.96797,             0.97599,             0.97304,             0.78518,            0.027366,           0.0035492,           0.0052071,           0.0090557,           0.0090557,           0.0090557
                 212,            0.021808,            0.005105,           0.0016772,             0.97179,             0.97619,             0.97305,             0.80829,            0.029984,           0.0034792,           0.0059273,            0.009047,            0.009047,            0.009047
                 213,            0.024318,           0.0051862,           0.0021091,              0.9722,             0.97619,              0.9731,             0.84154,            0.025493,            0.003482,           0.0050852,           0.0090383,           0.0090383,           0.0090383
                 214,            0.022086,           0.0052514,           0.0018907,             0.96077,             0.97608,             0.97311,             0.83539,            0.024911,           0.0035832,            0.005063,           0.0090295,           0.0090295,           0.0090295
                 215,            0.019906,           0.0046671,           0.0019293,             0.95578,             0.97594,             0.97311,             0.86646,             0.02551,           0.0033762,           0.0049105,           0.0090208,           0.0090208,           0.0090208
                 216,            0.017812,           0.0046122,           0.0018574,             0.95854,               0.976,             0.97314,             0.89444,            0.024333,            0.003411,           0.0043911,           0.0090119,           0.0090119,           0.0090119
                 217,            0.022121,           0.0052176,           0.0017578,              0.9694,             0.97617,             0.97396,             0.90961,            0.023194,           0.0034631,           0.0034789,           0.0090031,           0.0090031,           0.0090031
                 218,            0.021243,           0.0048027,           0.0024154,             0.96674,             0.97606,             0.97519,             0.81663,            0.023738,           0.0035429,           0.0028602,           0.0089942,           0.0089942,           0.0089942
                 219,            0.019207,           0.0049914,           0.0018381,             0.96676,             0.97602,             0.97725,             0.84262,            0.022734,           0.0035034,           0.0025106,           0.0089853,           0.0089853,           0.0089853
                 220,            0.017604,           0.0047828,            0.002105,             0.97267,             0.97619,               0.976,             0.84004,            0.025133,           0.0035582,           0.0024144,           0.0089763,           0.0089763,           0.0089763
                 221,            0.021206,           0.0042171,           0.0017533,              0.9627,             0.97608,             0.97586,             0.83006,            0.025564,           0.0034772,           0.0021896,           0.0089673,           0.0089673,           0.0089673
                 222,            0.020763,           0.0047836,           0.0017279,             0.97384,             0.96432,             0.97511,             0.82145,            0.025372,           0.0033667,           0.0021814,           0.0089583,           0.0089583,           0.0089583
                 223,             0.01982,           0.0044465,           0.0019641,             0.96635,             0.96436,             0.97472,              0.7846,            0.024505,           0.0034325,           0.0021469,           0.0089492,           0.0089492,           0.0089492
                 224,            0.020898,           0.0043204,           0.0017322,             0.96396,             0.96437,             0.97464,             0.78453,            0.030124,           0.0033974,           0.0020122,           0.0089401,           0.0089401,           0.0089401
                 225,            0.024424,           0.0049805,           0.0017492,             0.94746,             0.97598,             0.97664,             0.84023,            0.026502,           0.0034378,           0.0018494,            0.008931,            0.008931,            0.008931
                 226,            0.017223,           0.0047147,           0.0018025,             0.95445,             0.97584,             0.97858,             0.78865,            0.028958,           0.0035195,           0.0017926,           0.0089218,           0.0089218,           0.0089218
                 227,            0.020906,             0.00489,           0.0017274,             0.97116,             0.97603,             0.97856,             0.76928,            0.025898,           0.0034468,           0.0018895,           0.0089126,           0.0089126,           0.0089126
                 228,            0.019972,           0.0048101,           0.0018045,             0.98439,             0.97619,             0.97959,             0.85634,            0.027201,           0.0033966,           0.0019783,           0.0089034,           0.0089034,           0.0089034
                 229,            0.022121,           0.0052882,           0.0020533,             0.99421,             0.97619,             0.97735,             0.88519,            0.023825,           0.0033258,           0.0024334,           0.0088941,           0.0088941,           0.0088941
                 230,            0.020424,           0.0042897,           0.0022187,             0.99341,             0.97586,              0.9774,             0.89027,            0.023287,           0.0033885,           0.0026045,           0.0088848,           0.0088848,           0.0088848
                 231,            0.018355,           0.0050118,           0.0019556,             0.99388,             0.97619,             0.97552,             0.84621,            0.021481,           0.0034484,           0.0028186,           0.0088755,           0.0088755,           0.0088755
                 232,            0.018238,           0.0046494,           0.0017594,             0.99583,             0.97619,             0.97637,             0.83605,            0.022273,           0.0034832,           0.0028496,           0.0088661,           0.0088661,           0.0088661
                 233,            0.021539,           0.0044706,           0.0017375,             0.99022,             0.97619,             0.97697,             0.87058,            0.023736,           0.0033874,           0.0028032,           0.0088567,           0.0088567,           0.0088567
                 234,            0.021767,           0.0049062,           0.0019812,             0.97551,             0.97619,             0.97543,             0.85245,            0.024416,           0.0033749,           0.0026872,           0.0088473,           0.0088473,           0.0088473
                 235,             0.02058,           0.0047245,           0.0019437,              0.9504,             0.97619,             0.97412,             0.85051,            0.023225,           0.0034223,           0.0025982,           0.0088378,           0.0088378,           0.0088378
                 236,            0.018874,           0.0053372,           0.0017636,             0.94415,             0.94992,             0.97316,             0.85008,             0.02345,            0.003313,           0.0027617,           0.0088283,           0.0088283,           0.0088283
                 237,            0.021194,           0.0046453,           0.0017589,             0.91317,             0.95014,             0.97315,             0.82839,            0.024964,            0.003398,           0.0032475,           0.0088188,           0.0088188,           0.0088188
                 238,             0.01861,           0.0049615,           0.0017065,             0.87083,             0.97619,             0.97316,             0.85684,             0.02557,           0.0033942,           0.0038401,           0.0088092,           0.0088092,           0.0088092
                 239,            0.019727,           0.0051548,           0.0018611,             0.87019,             0.97619,             0.97318,             0.87115,            0.026409,           0.0034739,           0.0051506,           0.0087996,           0.0087996,           0.0087996
                 240,            0.018823,           0.0044768,           0.0016212,             0.87132,             0.97619,             0.97318,             0.87479,            0.024791,           0.0033408,           0.0054804,             0.00879,             0.00879,             0.00879
                 241,            0.020336,           0.0046176,            0.002008,             0.87202,             0.97619,             0.97321,             0.88596,            0.023425,           0.0032557,           0.0057973,           0.0087804,           0.0087804,           0.0087804
                 242,            0.020909,           0.0045276,           0.0020848,             0.87126,             0.97619,             0.97321,             0.83277,            0.027156,           0.0033384,           0.0056817,           0.0087707,           0.0087707,           0.0087707
                 243,            0.019571,           0.0048404,            0.001833,             0.91889,             0.96336,              0.9732,             0.86728,            0.025311,           0.0033378,           0.0055691,           0.0087609,           0.0087609,           0.0087609
                 244,            0.016829,           0.0045434,           0.0018269,             0.94034,             0.97619,             0.97324,             0.88453,            0.025536,           0.0034617,           0.0057593,           0.0087512,           0.0087512,           0.0087512
                 245,            0.019319,           0.0048511,           0.0017867,             0.93321,             0.95242,             0.97327,             0.84111,            0.025877,           0.0035747,           0.0057043,           0.0087414,           0.0087414,           0.0087414
                 246,            0.017767,           0.0045481,           0.0017079,             0.91496,             0.92666,             0.97328,             0.78481,            0.026355,           0.0035235,           0.0059103,           0.0087316,           0.0087316,           0.0087316
                 247,             0.01992,           0.0052589,           0.0018754,             0.86969,             0.97619,              0.9733,              0.8575,             0.02738,           0.0034457,           0.0058209,           0.0087217,           0.0087217,           0.0087217
                 248,            0.018585,           0.0040828,           0.0016097,             0.86877,             0.97619,             0.97328,             0.86822,            0.023683,           0.0033868,           0.0068719,           0.0087118,           0.0087118,           0.0087118
                 249,            0.022338,           0.0048762,           0.0016333,             0.87014,             0.97619,             0.97331,             0.88458,            0.024572,            0.003363,           0.0068014,           0.0087019,           0.0087019,           0.0087019
                 250,            0.018481,           0.0043867,           0.0016134,             0.87141,             0.97619,              0.9733,             0.88385,            0.025895,            0.003387,           0.0067661,            0.008692,            0.008692,            0.008692
                 251,            0.017602,             0.00439,           0.0017576,             0.87228,             0.97619,              0.9733,              0.8616,            0.024063,           0.0032632,           0.0069197,            0.008682,            0.008682,            0.008682
                 252,            0.018142,           0.0045728,           0.0016984,             0.87387,             0.97619,             0.97328,              0.8636,            0.025483,           0.0033061,           0.0070348,            0.008672,            0.008672,            0.008672
                 253,            0.022811,           0.0048209,           0.0017418,             0.87177,             0.97619,             0.97324,             0.91287,            0.024413,            0.003202,           0.0064228,           0.0086619,           0.0086619,           0.0086619
                 254,            0.020327,           0.0046302,           0.0018066,             0.87059,             0.97619,             0.97321,             0.93185,            0.023653,           0.0031913,           0.0066184,           0.0086519,           0.0086519,           0.0086519
                 255,            0.019288,           0.0047335,           0.0022256,             0.87027,             0.97619,             0.97323,             0.87197,            0.024014,            0.003267,           0.0066183,           0.0086417,           0.0086417,           0.0086417
                 256,            0.018456,            0.004462,           0.0020901,             0.87056,             0.97619,             0.97323,             0.84925,            0.025779,           0.0032449,           0.0062246,           0.0086316,           0.0086316,           0.0086316
                 257,            0.021535,           0.0048736,           0.0021277,             0.91956,             0.92237,             0.97323,             0.86503,            0.026781,           0.0030955,           0.0069599,           0.0086214,           0.0086214,           0.0086214
                 258,            0.017115,           0.0043071,           0.0018209,              0.8707,             0.97619,             0.97327,             0.85652,             0.02485,           0.0031312,           0.0071296,           0.0086112,           0.0086112,           0.0086112
                 259,             0.01774,           0.0043499,           0.0017348,             0.91669,             0.96383,              0.9733,             0.81234,            0.024446,            0.003235,            0.006541,            0.008601,            0.008601,            0.008601
                 260,            0.019054,           0.0047613,           0.0015903,              0.9414,             0.96437,             0.97335,             0.82143,            0.026122,           0.0032812,           0.0055687,           0.0085908,           0.0085908,           0.0085908
                 261,            0.021758,           0.0047293,           0.0015936,             0.96606,             0.97612,             0.97336,             0.89645,            0.026807,           0.0032142,           0.0046844,           0.0085805,           0.0085805,           0.0085805
                 262,            0.017265,           0.0044052,           0.0018205,             0.96591,              0.9708,             0.97326,             0.89478,            0.023407,           0.0031573,           0.0039378,           0.0085701,           0.0085701,           0.0085701
                 263,             0.01567,           0.0047884,           0.0015848,             0.95582,             0.97605,             0.97325,             0.90101,            0.023152,           0.0031931,           0.0038874,           0.0085598,           0.0085598,           0.0085598
                 264,            0.017927,           0.0047015,           0.0016689,             0.95936,             0.97584,              0.9733,             0.90948,            0.023657,           0.0032124,           0.0034671,           0.0085494,           0.0085494,           0.0085494
                 265,            0.019123,           0.0041049,           0.0016833,             0.96438,             0.97594,             0.97333,             0.87439,            0.021247,           0.0032204,           0.0037241,            0.008539,            0.008539,            0.008539
                 266,            0.017087,           0.0046419,           0.0016781,             0.97718,             0.97619,             0.97332,             0.88022,            0.023307,           0.0031656,           0.0040284,           0.0085286,           0.0085286,           0.0085286
                 267,             0.01775,           0.0045687,           0.0014456,             0.98183,             0.97619,             0.97329,             0.87777,            0.026882,           0.0032566,           0.0046809,           0.0085181,           0.0085181,           0.0085181
                 268,            0.021513,           0.0043939,           0.0013878,             0.98641,             0.97619,             0.97334,             0.84677,            0.026093,           0.0031658,           0.0049787,           0.0085076,           0.0085076,           0.0085076
                 269,            0.023051,           0.0046793,           0.0016489,             0.98322,             0.97619,              0.9733,             0.86637,             0.02334,           0.0030332,           0.0050476,           0.0084971,           0.0084971,           0.0084971
                 270,             0.02021,           0.0044949,           0.0015294,             0.98303,             0.97619,             0.97326,             0.84988,            0.027996,           0.0031299,           0.0051246,           0.0084865,           0.0084865,           0.0084865
                 271,            0.018485,           0.0048436,           0.0017609,             0.98357,             0.97619,             0.97325,             0.90033,            0.027055,           0.0030997,           0.0054403,           0.0084759,           0.0084759,           0.0084759
                 272,            0.017875,           0.0046602,           0.0016917,             0.98215,             0.97619,             0.97325,             0.88965,            0.026916,           0.0031514,           0.0057193,           0.0084653,           0.0084653,           0.0084653
                 273,            0.019347,           0.0047701,           0.0018328,              0.9726,             0.97619,             0.97328,             0.88197,            0.024458,           0.0032296,           0.0066168,           0.0084546,           0.0084546,           0.0084546
                 274,            0.017213,           0.0045497,           0.0017016,             0.96957,             0.97619,             0.97328,             0.88065,            0.024454,           0.0031977,           0.0071388,            0.008444,            0.008444,            0.008444
                 275,            0.016717,           0.0043182,           0.0019263,             0.97592,             0.97619,             0.97327,             0.82037,            0.024655,           0.0032561,           0.0073421,           0.0084333,           0.0084333,           0.0084333
                 276,            0.016674,           0.0046625,           0.0016778,             0.97988,             0.97619,             0.97322,             0.84067,            0.025261,           0.0031367,           0.0074127,           0.0084225,           0.0084225,           0.0084225
                 277,            0.019117,           0.0046865,           0.0019358,             0.98444,             0.97619,             0.97321,             0.86079,            0.022203,           0.0031831,           0.0080986,           0.0084118,           0.0084118,           0.0084118
                 278,            0.016428,           0.0052422,           0.0018396,             0.98353,             0.97619,             0.97318,               0.856,               0.023,           0.0032078,           0.0083582,            0.008401,            0.008401,            0.008401
                 279,            0.018427,           0.0045763,           0.0031945,             0.98709,             0.97619,             0.97313,             0.85134,            0.023747,           0.0031144,           0.0093101,           0.0083901,           0.0083901,           0.0083901
                 280,            0.017074,           0.0044408,            0.001642,             0.98689,             0.97619,             0.97312,             0.86591,            0.022988,           0.0031641,           0.0084146,           0.0083793,           0.0083793,           0.0083793
                 281,            0.019782,           0.0042386,           0.0017055,              0.9888,             0.97619,             0.97315,             0.87785,              0.0223,           0.0031395,            0.006296,           0.0083684,           0.0083684,           0.0083684
                 282,            0.016447,           0.0045129,           0.0016342,             0.98833,             0.97619,             0.97318,             0.88717,            0.022011,             0.00301,           0.0052666,           0.0083575,           0.0083575,           0.0083575
                 283,            0.016784,           0.0043228,           0.0017219,             0.98013,             0.97619,             0.97321,             0.85317,            0.021953,           0.0031186,           0.0037046,           0.0083466,           0.0083466,           0.0083466
                 284,            0.016749,           0.0043621,           0.0016233,             0.97273,             0.97589,             0.97319,             0.87361,            0.020625,           0.0030606,           0.0025895,           0.0083356,           0.0083356,           0.0083356
                 285,            0.018188,           0.0043711,            0.001513,              0.9692,             0.97562,             0.97405,              0.8555,            0.023833,           0.0030823,           0.0021188,           0.0083246,           0.0083246,           0.0083246
                 286,              0.0182,           0.0045356,           0.0015453,             0.97823,             0.97619,             0.97409,             0.86523,            0.021424,           0.0030253,            0.002253,           0.0083136,           0.0083136,           0.0083136
                 287,            0.017226,           0.0043475,           0.0014782,             0.98507,             0.97587,             0.97372,             0.87167,            0.021131,           0.0030879,           0.0025294,           0.0083025,           0.0083025,           0.0083025
                 288,             0.01652,           0.0043928,           0.0015547,             0.98677,             0.97619,             0.97324,             0.89369,            0.021175,           0.0029344,           0.0029195,           0.0082915,           0.0082915,           0.0082915
                 289,             0.01794,           0.0045081,           0.0018643,             0.98833,             0.97619,             0.97324,             0.86655,             0.02365,           0.0029255,            0.003624,           0.0082804,           0.0082804,           0.0082804
                 290,            0.016337,           0.0040493,            0.001435,             0.98924,             0.97619,             0.97328,             0.85265,            0.025866,           0.0029048,            0.004003,           0.0082692,           0.0082692,           0.0082692
                 291,            0.017003,           0.0043601,           0.0014594,             0.98564,             0.97619,             0.97331,              0.8441,            0.027269,           0.0029286,           0.0040966,           0.0082581,           0.0082581,           0.0082581
                 292,            0.016132,           0.0043019,           0.0013666,             0.98186,             0.97619,             0.97331,             0.86356,            0.027315,           0.0029027,           0.0050685,           0.0082469,           0.0082469,           0.0082469
                 293,             0.01916,            0.004707,           0.0013236,             0.98108,             0.97619,             0.97331,             0.91651,            0.026602,           0.0028657,           0.0059111,           0.0082357,           0.0082357,           0.0082357
                 294,            0.014802,           0.0037992,           0.0014398,             0.98015,             0.97619,             0.97331,             0.86692,            0.024429,           0.0029189,           0.0065961,           0.0082244,           0.0082244,           0.0082244
                 295,            0.018262,           0.0044621,           0.0015564,             0.98292,             0.97619,             0.97326,             0.85754,            0.025729,             0.00311,           0.0067133,           0.0082132,           0.0082132,           0.0082132
                 296,            0.019744,           0.0049328,           0.0015215,             0.97865,             0.97619,             0.97325,             0.83518,            0.025286,           0.0029462,           0.0076648,           0.0082019,           0.0082019,           0.0082019
                 297,            0.017965,           0.0043129,           0.0013634,             0.97184,               0.976,             0.97326,             0.87238,            0.024912,           0.0030039,           0.0086282,           0.0081906,           0.0081906,           0.0081906
                 298,            0.018037,           0.0047049,           0.0016501,             0.97902,             0.97619,             0.97326,             0.86785,            0.025502,           0.0030686,           0.0085826,           0.0081792,           0.0081792,           0.0081792
                 299,             0.01664,           0.0045021,           0.0016059,             0.97998,             0.97619,             0.97333,             0.89139,            0.023775,           0.0029277,           0.0089241,           0.0081679,           0.0081679,           0.0081679
                 300,            0.015167,           0.0042151,           0.0015576,             0.98007,             0.97619,             0.97336,             0.86716,             0.02323,           0.0029571,           0.0091807,           0.0081565,           0.0081565,           0.0081565
                 301,             0.01795,           0.0043587,           0.0019018,             0.98129,             0.97619,             0.97339,                0.86,             0.02301,           0.0029058,           0.0089508,            0.008145,            0.008145,            0.008145
                 302,            0.018923,           0.0045633,           0.0015987,             0.97818,             0.97619,             0.97345,             0.86629,            0.023468,           0.0029141,           0.0088555,           0.0081336,           0.0081336,           0.0081336
                 303,            0.017214,           0.0043415,           0.0015477,             0.97734,             0.97608,             0.97347,             0.86766,            0.024399,           0.0030408,           0.0080677,           0.0081221,           0.0081221,           0.0081221
                 304,            0.016388,            0.003812,           0.0016743,             0.97567,             0.97605,             0.97346,             0.90043,            0.020797,           0.0030286,           0.0071075,           0.0081106,           0.0081106,           0.0081106
                 305,            0.017608,            0.004479,           0.0015517,             0.96968,             0.97613,             0.97337,             0.90568,            0.021138,           0.0030841,           0.0049714,           0.0080991,           0.0080991,           0.0080991
                 306,            0.016623,           0.0042537,           0.0015205,             0.96386,             0.97605,             0.97336,             0.86995,            0.022528,           0.0031333,           0.0058215,           0.0080875,           0.0080875,           0.0080875
                 307,            0.019149,           0.0042993,           0.0014949,             0.96459,             0.97619,             0.97336,             0.89821,            0.024515,            0.002999,           0.0062082,           0.0080759,           0.0080759,           0.0080759
                 308,            0.017248,           0.0042826,           0.0014189,              0.9656,             0.97619,             0.97334,             0.90663,            0.020914,           0.0029619,           0.0070146,           0.0080643,           0.0080643,           0.0080643
