   172/499     2.23G   0.01559  0.009281  0.001605   0.02647        47       640     0.989    0.9896    0.9952    0.8414    0.0124  0.007127  0.001398
   173/499     2.23G   0.01505  0.008742  0.001469   0.02526        42       640    0.9941    0.9822    0.9947    0.8661    0.0119  0.006829  0.001309
   174/499     2.23G   0.01506  0.008397  0.001284   0.02474        35       640     0.992     0.983    0.9941    0.8686   0.01171  0.006354  0.001287
   175/499     2.23G   0.01632  0.009171  0.001551   0.02704        41       640    0.9856    0.9896     0.995    0.8734   0.01204  0.006494  0.001335
   176/499     2.23G   0.01503  0.008444    0.0015   0.02498        41       640    0.9936    0.9821    0.9931    0.8554   0.01209   0.00667  0.001336
   177/499     2.23G   0.01544  0.009112  0.001494   0.02604        37       640    0.9954    0.9813    0.9916    0.8414   0.01213  0.006262  0.001308
   178/499     2.23G   0.01458  0.008604  0.001431   0.02462        57       640    0.9957    0.9815    0.9912     0.817   0.01315  0.006655  0.001306
   179/499     2.23G    0.0158   0.00866   0.00155   0.02601        47       640     0.994    0.9821    0.9922    0.8654   0.01214  0.006432  0.001383
   180/499     2.23G   0.01578  0.008894  0.001489   0.02616        46       640    0.9941    0.9815    0.9914    0.8702   0.01116  0.005979  0.001378
   181/499     2.23G   0.01571  0.008683  0.001491   0.02588        39       640     0.993     0.982    0.9933    0.8491   0.01277  0.006461  0.001349
   182/499     2.23G    0.0166  0.009285  0.001405   0.02729        36       640    0.9914    0.9917     0.995    0.8622   0.01183  0.006448  0.001356
   183/499     2.23G   0.01446  0.008059  0.001334   0.02385        49       640    0.9881    0.9937    0.9944      0.84   0.01254   0.00655  0.001378
   184/499     2.23G   0.01514  0.009505  0.001526   0.02617        69       640    0.9886    0.9896    0.9936     0.849   0.01232  0.006392  0.001405
   185/499     2.23G   0.01586  0.008349  0.001476   0.02569        31       640    0.9929    0.9824    0.9911    0.8331   0.01161  0.006313  0.001384
   186/499     2.23G   0.01525  0.008863  0.001363   0.02548        49       640    0.9896    0.9821     0.992    0.8084   0.01316  0.006409  0.001319
   187/499     2.23G   0.01532  0.008879  0.001324   0.02552        42       640    0.9928    0.9826    0.9915    0.8587   0.01161  0.006239  0.001275
   188/499     2.23G   0.01451  0.008312  0.001339   0.02416        39       640    0.9951    0.9938    0.9954    0.8521   0.01226   0.00673  0.001273
   189/499     2.23G   0.01523  0.008743  0.001331    0.0253        39       640     0.993    0.9937    0.9949    0.8473   0.01165  0.006502  0.001298
   190/499     2.23G   0.01488   0.00854  0.001414   0.02484        53       640     0.995    0.9938    0.9955    0.8493   0.01159  0.006208  0.001338
   191/499     2.23G   0.01472  0.008506    0.0013   0.02453        42       640    0.9915    0.9938    0.9954    0.8611   0.01099  0.006252  0.001273
   192/499     2.23G   0.01504  0.008938  0.001234   0.02521        42       640    0.9909    0.9938    0.9955    0.8331   0.01391  0.007268  0.001191
   193/499     2.23G   0.01483  0.008786  0.001223   0.02484        45       640    0.9883    0.9938    0.9955    0.8717   0.01114  0.006691  0.001193
   194/499     2.23G   0.01486  0.008972  0.001279   0.02511        62       640    0.9896    0.9861    0.9939    0.8595   0.01184  0.006431  0.001205
   195/499     2.23G   0.01477  0.008579  0.001511   0.02486        61       640    0.9906     0.982    0.9911    0.8617   0.01115  0.006265  0.001264
   196/499     2.23G   0.01429    0.0087  0.001565   0.02455        45       640    0.9888    0.9937    0.9946    0.8472    0.0116  0.006561  0.001289
   197/499     2.23G   0.01486  0.009336  0.001372   0.02557        50       640    0.9877    0.9938    0.9943    0.8486   0.01195    0.0065  0.001295
   198/499     2.23G     0.014  0.008324  0.001329   0.02365        36       640     0.979    0.9938    0.9922    0.8776   0.01197  0.006311  0.001209
   199/499     2.23G    0.0144  0.008619  0.001217   0.02424        32       640    0.9896    0.9821    0.9911    0.8582    0.0117  0.006432  0.001175
   200/499     2.23G   0.01367  0.008072  0.001469   0.02321        55       640    0.9845    0.9937    0.9912    0.8683   0.01105  0.006539  0.001201
   201/499     2.23G   0.01435  0.008744  0.001379   0.02448        50       640    0.9882    0.9937    0.9913     0.867   0.01111  0.006441   0.00124
   202/499     2.23G   0.01341  0.008584  0.001332   0.02333        59       640    0.9906    0.9938    0.9918    0.8542    0.0114  0.006394  0.001255
   203/499     2.23G   0.01466  0.008746  0.001466   0.02487        46       640    0.9926    0.9938    0.9931    0.8276   0.01206  0.006692  0.001279
